Date,SHV,LQD,BND,BSV,SHY,MBB,SPY,GLD,IGSB,AGG
2007-05-09,0.000549665,-0.001583805,-0.001192942,0.000132525,-0.000748541,-0.002675756,0.002719365,-0.006334713,-0.000297656,-0.001200251
2007-05-10,9.16e-05,0.000466005,0.000929074,-0.000663964,0.000874545,0.001788737,-0.010451951,-0.021497361,0.000895416,0.001701316
2007-05-11,9.17e-05,-0.001025314,-0.001326954,0.000132936,-0.000375313,-0.000991981,0.008557073,0.006818136,-9.94e-05,-0.001997414
2007-05-14,9.15e-05,-0.001026798,-0.000664124,-0.000132918,-0.000749187,-0.000595507,-0.002187496,-0.002558287,-0.000298962,0.000199956
2007-05-15,0.000366063,-0.002243442,-0.000399068,-0.000399283,0.00025072,0.0,0.000265625,0.003922784,0.00019916,-0.000399715
2007-05-16,0.000548464,0.002342132,0.000399227,0.000133261,0.00099907,0.000496779,0.00684095,-0.014126877,-0.001492674,0.00019988
2007-05-17,9.14e-05,-0.002990894,-0.001461683,-0.000797826,-0.000624183,-0.001985788,-0.001979288,-0.008231721,0.000997193,-0.001701478
2007-05-18,9.16e-05,-0.002811399,-0.002396736,-0.001064344,-0.000998237,-0.007163858,0.008724939,0.007070383,-0.000100337,-0.002906853
2007-05-21,0.0,0.001315474,0.001334273,0.000666163,0.000249206,0.005210879,-0.000524701,0.002289401,0.000100347,0.002011017
2007-05-22,0.0,-0.003191013,-0.001599685,-0.00053327,0.000250751,-0.000598625,-0.000786241,-0.007157016,0.0,-0.002006981
2007-05-23,0.000548141,-0.000941732,-0.000800259,-0.000265244,-0.000250688,-0.000897449,0.000131331,0.005214785,-0.000896382,-0.000805269
2007-05-24,0.000182536,0.001225455,-0.000132972,0.000399096,0.000375438,0.0,-0.009053031,-0.012053721,0.000996365,0.000402784
2007-05-25,0.00018336,-0.000659474,0.00013299,0.000532734,0.000624462,-0.000499145,0.004170629,0.002934401,-0.000596975,-0.000503219
2007-05-29,9.1e-05,-0.001978607,-0.001334913,-0.001198081,-0.000999135,-0.000100427,0.003625456,0.002001805,9.96e-05,-0.001005662
2007-05-30,0.000456715,0.000755214,0.000936302,0.000532611,0.000749842,0.000500244,0.008145188,-0.005378799,-0.000299572,0.001208523
2007-05-31,9.07e-05,-0.000848008,-0.000802638,-0.000265244,-0.000624687,-0.00119825,-0.001042142,0.012669958,0.000399341,-0.002213923
2007-06-01,0.000155712,-0.003832313,-0.002308226,-0.001925998,-0.000513264,-0.002149535,0.004957133,0.013732095,-0.001449555,-0.001032932
2007-06-04,0.000458575,0.00161776,0.001075969,0.000536093,0.000376388,0.000603542,0.000129458,0.001505094,-0.000400803,0.001216141
2007-06-05,-9.13e-05,-0.003231294,-0.001612258,-0.000803332,-0.00087764,-0.001508117,-0.003958585,-0.002554827,0.000100762,-0.00283476
2007-06-06,0.000182569,0.000858329,0.000942246,0.000803978,0.001254528,-0.000706051,-0.010750069,0.000602696,0.001101809,0.000405883
2007-06-07,0.000457856,-0.010671756,-0.006991961,-0.001874329,-0.001127052,-0.006049061,-0.018045454,-0.017316691,-0.001000892,-0.006902826
2007-06-08,0.000182763,0.000482291,-0.000135756,-0.000133946,0.000375725,0.002434743,0.013011939,-0.015936268,0.000700607,-0.001226557
2007-06-11,9.19e-05,-0.003080893,-0.001083414,0.000670095,0.000125999,-0.00354101,0.001720964,0.00747424,-0.00049992,0.000716174
2007-06-12,9.12e-05,-0.005407368,-0.00488053,-0.001608751,-0.000878204,-0.006194744,-0.010905207,-0.009273547,-0.001702682,-0.005931315
2007-06-13,-0.000183163,0.004369016,0.002316404,0.00067141,0.000250923,0.002758465,0.014968315,0.006708273,0.0,0.001542778
2007-06-14,0.000732241,-0.000290158,-0.001359695,0.0,0.0,-0.000101386,0.006386196,0.001084762,0.000501858,0.001952376
2007-06-15,0.000273699,0.003964051,0.005036012,0.001341646,0.001380245,0.003057084,0.00568985,0.003869969,0.001002586,0.003587581
2007-06-18,9.19e-05,-9.59e-05,-0.001083414,0.000402419,0.0,0.001118205,-0.001176043,0.001541997,0.0,0.000714857
2007-06-19,0.000273599,0.006453523,0.004745643,0.001205679,0.001754744,0.004464819,0.002485615,0.008160222,0.001502165,0.003165856
2007-06-20,0.000274224,-0.004785519,-0.004858111,0.000133469,-0.001000185,-0.002728679,-0.013897527,-0.01175938,0.00049952,-0.003053836
2007-06-21,9.13e-05,-0.002595961,0.000542328,0.000133656,0.000374628,-0.002430861,0.005557553,-0.002318058,0.000200041,-0.001224569
2007-06-22,0.000274512,0.002699735,0.001490793,0.000534758,0.001376217,0.000812069,-0.009408798,0.003407702,-0.000200001,0.002350264
2007-06-25,9.11e-05,0.001153227,0.002706295,0.001470737,0.000875465,0.002537157,-0.00478198,-0.005402879,0.001199725,0.000917809
2007-06-26,9.08e-05,-0.00019152,-0.000404152,0.000133643,-0.000624687,0.000101285,-0.010278674,-0.012571805,0.000898794,-0.001222192
2007-06-27,0.000274231,0.0,0.000809581,0.0,-0.000124283,0.000608569,0.014229095,0.000785904,0.000598346,0.001937731
2007-06-28,0.000273768,-0.001057226,-0.001348949,-0.00053348,-0.000250657,-0.001620213,-0.000132924,0.009266593,-0.000399005,-0.000712662
2007-06-29,0.000273693,0.005673092,0.003376928,0.001202793,0.00200061,0.001722489,0.000332021,0.000155532,0.001794682,0.001936068
2007-07-02,3.69e-05,-0.002477677,0.00247174,0.001619235,0.000651599,0.003096531,0.009040666,0.01166952,-0.000149729,0.002664764
2007-07-03,-0.000183103,0.000192475,-0.002020586,-0.000268474,-0.000376569,-0.000707955,0.003623669,-0.004306349,0.000499689,-0.001120656
2007-07-05,0.000457648,-0.006450743,-0.004050538,-0.002672961,-0.001376173,-0.003544464,-0.001050381,-0.004942844,-0.001398224,-0.004179738
2007-07-06,0.0,-0.001937256,-0.002032753,-0.000803779,-0.000126392,-0.002135465,0.005257097,0.008382504,-0.001700783,-0.001740566
2007-07-09,0.000275084,0.002039097,0.001086195,0.00120691,0.000753184,0.000713075,0.000784162,0.006465489,0.00120269,0.001743601
2007-07-10,0.000365928,0.006878629,0.005155732,0.002411728,0.001878798,0.003461486,-0.014238629,0.003517947,0.001901271,0.00429937
2007-07-11,0.0,-0.004522357,-0.002429475,0.0,-0.000500195,-0.000913491,0.007089681,-0.002591041,0.000199983,-0.002242076
2007-07-12,0.000182781,-0.003963686,-0.001353233,-0.000935472,-0.000625899,-0.000710758,0.015790409,0.008862992,-0.000998783,-0.001022205
2007-07-13,0.000183212,0.004367245,0.001625557,-0.000267062,0.000501216,-0.000711379,0.002979292,0.000151502,-0.000799639,0.00122769
2007-07-16,9.16e-05,0.002609067,0.002705577,0.001471544,0.001001016,0.002542449,-0.000129299,-0.003180359,0.001200781,0.002042467
2007-07-17,0.00018262,-0.002119757,-0.001214003,0.000266605,-0.000624781,-0.00081175,-0.000516096,-0.001063502,0.000499225,-0.001834298
2007-07-18,0.000275119,0.002897351,0.001620507,0.001203067,0.001500161,0.001421545,-0.00180954,0.013231981,0.001398705,0.002553002
2007-07-19,0.000182227,-0.002119069,-0.000404373,-0.001067023,-0.000124893,0.000507007,0.003884159,0.005854088,-0.000897129,0.0
2007-07-20,0.000365703,0.002798506,0.002832937,0.001334525,0.001624377,0.0025326,-0.010124537,0.008506188,0.002195802,0.002342757
2007-07-23,0.0,-0.001154436,-0.000269506,0.000534726,-0.000748575,-0.000101186,0.003061883,-0.001627709,9.97e-05,-0.000609568
2007-07-24,9.15e-05,-0.001252537,0.000403738,0.001599728,0.000999304,-0.000101081,-0.017341203,0.0,-0.000398501,0.002033328
2007-07-25,0.000273939,0.000771438,0.000941728,-0.000132788,0.000748047,0.000101091,0.002049069,-0.008448195,9.98e-05,-0.000608469
2007-07-26,0.000548115,-0.002119724,0.00389727,0.003194568,0.002366363,0.00394148,-0.023678986,-0.018684603,0.000796723,0.003553412
2007-07-27,0.0,-0.003671592,-0.000803183,0.000796385,0.001118358,-0.001509923,-0.019659756,-0.003655718,0.002589223,-0.001011333
2007-07-30,0.0,0.001551163,-0.000937943,-0.000795752,-0.001241597,-0.000604334,0.015643012,0.005503638,-0.000397171,-0.000506644
2007-07-31,0.000365544,-0.000483148,0.002011104,0.000133057,0.001616048,0.000503573,-0.011262828,0.000304155,-0.001192603,0.003141528
2007-08-01,0.000347793,0.003229708,-0.000482799,5.29e-05,-0.000970963,0.002188445,0.004872091,0.002127974,-0.000149949,-0.002323815
2007-08-02,0.000366442,-0.001357176,0.001746702,0.00053314,0.000498478,0.000403761,0.007990129,-0.000606718,0.000899211,-0.000508119
2007-08-03,0.000274963,0.004953158,0.003355152,0.002395189,0.002491487,0.003737762,-0.02574489,0.012141494,0.001896491,0.004375327
2007-08-06,-9.18e-05,-0.003479307,-0.002808641,-0.002256755,-0.001242817,-0.001811532,0.016759108,-0.002549195,-0.001892901,-0.001621505
2007-08-07,9.18e-05,0.00271592,0.00053633,-0.000399033,-0.000870308,0.001814819,0.010669489,-0.000601222,-0.001397241,-0.000709291
2007-08-08,0.000183181,0.001064,-0.003217582,-0.001065321,-0.000747631,-0.003421505,0.013941148,0.004362113,0.000399918,-0.001218765
2007-08-09,0.000640051,-0.000869763,0.002286278,0.002798741,0.002866287,0.002120558,-0.029633743,-0.019619554,0.000699834,0.001220253
2007-08-10,0.000183185,-0.004448576,-0.001877442,-0.000531471,-0.000372122,-0.000806837,-0.004677237,0.01695693,0.001097793,-0.00335175
2007-08-13,0.000182765,0.003497007,0.000940056,0.000399186,0.000870906,-0.000200847,0.003593037,-0.004656716,-0.00019952,0.001833888
2007-08-14,0.00054835,0.006292875,0.002417509,0.000929558,0.001366553,0.000806626,-0.015285948,0.000452743,0.000698511,0.002746146
2007-08-15,0.0010054,-0.002694212,0.00013429,0.003187162,0.001365027,-0.003628314,-0.013775117,-0.002413692,0.001096042,0.001319023
2007-08-16,0.001004159,-0.009742046,-0.000134272,0.001190693,0.001982572,0.004248524,0.007515663,-0.021926463,-0.002091161,-0.000608013
2007-08-17,0.000365069,0.001752765,0.00308149,0.001058935,0.000866059,0.002216544,0.018367339,0.005102069,0.001995888,0.002229618
2007-08-20,0.001275854,0.007196286,-0.002136982,0.000924067,0.001235178,0.001104856,-0.000483876,0.001692057,0.000995391,-0.000910545
2007-08-21,0.00045484,0.002027327,0.003480081,0.002374246,0.001357166,0.002008354,0.002005062,-0.00076786,0.001095196,0.004656208
2007-08-22,9.18e-05,0.002023539,0.0,-0.003027365,-0.001355326,-0.000901207,0.011867804,0.00507149,-0.001391336,-0.000806664
2007-08-23,-9.18e-05,0.000480554,0.0,-0.002244174,-0.000616996,0.001303043,-0.000886239,-0.001376207,-0.00049817,0.00121005
2007-08-24,-0.00136459,0.00220986,0.000933872,0.000660956,-0.001852578,0.000901298,0.012353015,0.01224932,-0.000696574,-0.002517045
2007-08-27,-0.000455331,-0.002684251,0.003598195,0.001190998,0.001361311,0.003602512,-0.009303574,-0.001966378,-0.000697265,0.003028861
2007-08-28,0.000911154,0.008557361,0.002788348,0.003037759,0.002594711,0.000299873,-0.021980519,-0.005910988,0.003489579,0.00402644
2007-08-29,0.00018228,-0.004576656,-0.002251468,-0.001448499,-0.001232166,-0.001296246,0.019621657,0.00731824,-0.001192396,-0.002005261
2007-08-30,0.000637442,0.002969607,0.001725532,0.001714037,0.000863132,0.000298933,-0.002661194,-0.004086524,0.001491453,0.002109485
2007-08-31,-0.000181977,0.004679099,0.000662511,-0.000395178,0.0,0.001796213,0.009852853,0.010942151,-0.00029719,0.000602195
2007-09-04,-1.8e-05,-0.002215595,-0.000611227,-0.000290165,-4.95e-05,-0.003739692,0.010095156,0.013830515,-0.000948114,-0.001117492
2007-09-05,0.000456378,0.003923236,0.003856745,0.00304178,0.002598832,0.002810416,-0.008652911,0.001779287,0.002496331,0.003223038
2007-09-06,-0.000456169,-0.002288504,-0.001854824,-0.000791359,-0.001235076,0.000801449,0.002300846,0.019242201,-0.001294544,-0.000200342
2007-09-07,0.00118758,0.005447276,0.00623836,0.002902505,0.003460924,0.007700054,-0.013906652,0.007696758,0.002992032,0.006225699
2007-09-10,9.15e-05,0.002946174,0.002902058,0.001184374,0.000368921,0.001588484,-0.001916863,0.003314647,-0.000496793,0.00239551
2007-09-11,-9.15e-05,-0.005779663,-0.002367686,-0.00170857,-0.001475585,-0.002280117,0.011660047,0.012927232,-0.000597122,-0.001792311
2007-09-12,0.000547924,-0.004098334,-0.001581668,0.0,0.000862923,-0.001588137,0.002576961,-0.000850788,9.98e-05,-0.001397255
2007-09-13,-0.000365082,-0.001434315,-0.00250906,-0.001974177,-0.001478946,-0.001989308,0.007033049,-0.005393092,-0.002588817,-0.002895681
2007-09-14,0.0,0.002777469,0.000131866,0.000922675,-0.000122888,0.000996693,-6.72e-05,-0.001284303,9.95e-05,0.000700952
2007-09-17,0.000273605,-0.000381435,0.000794781,-0.001317196,-0.000124244,0.000796627,-0.005372766,0.014002049,0.000999004,0.000400736
2007-09-18,0.000365039,0.002389686,0.002777299,0.002638265,0.001358137,0.001193486,0.02943969,0.010285976,0.001894093,0.002100997
2007-09-19,0.000638413,-0.005530743,-0.001582906,0.000263544,0.0,0.001093396,0.005903017,-0.003765644,0.000397917,-0.000200038
2007-09-20,0.0,-0.001822941,-0.007133181,-0.002104411,-0.002095372,-0.007146691,-0.007041999,0.018059652,-0.000298421,-0.007090097
2007-09-21,0.000273639,0.004708096,0.004257505,0.001449838,0.001358025,0.002298722,0.002698632,-0.00522559,0.002089263,0.002917097
2007-09-24,9.08e-05,0.004972518,-0.000662778,0.000131492,0.001111056,-0.000697782,-0.001842561,-0.000829383,-0.001091983,9.97e-05
2007-09-25,0.000272621,-0.000571307,0.000663217,-0.000131475,0.000860618,0.000598372,-0.001977661,0.000691797,0.001888446,0.00080189
2007-09-26,0.000273618,0.002475804,0.00026448,0.001184622,-0.000614787,-0.000299063,0.005284477,-0.004562447,0.000694587,-0.001001075
2007-09-27,9.13e-05,0.002564675,0.002119513,0.000920482,0.00184717,0.00249466,0.005913424,0.00972218,0.000694411,0.001704401
2007-09-28,-0.000364843,-0.000663752,0.000396659,0.000131878,-0.001106726,-0.0005976,-0.003331468,0.01114175,-0.000197989,0.001502384
2007-10-01,0.000229162,-0.006446106,-0.00062359,-0.000409497,0.000210402,0.002839822,0.011272505,0.005305392,-0.000856154,-0.003373983
2007-10-02,9.18e-05,-0.000959467,0.003582947,0.000659641,0.000617591,0.000100289,-0.001360292,-0.02097433,0.000896018,0.00382849
2007-10-03,0.000456113,0.004509273,-0.000529303,0.000132093,-0.000123486,-0.000997099,-0.002012266,-0.006219723,-9.93e-05,0.000502175
2007-10-04,0.0,0.007927456,0.001058554,0.000131413,0.000493673,0.001396929,0.001561251,0.013490976,0.0,-0.000401925
2007-10-05,-0.000273787,-0.004074485,-0.004229051,-0.001712715,-0.001110188,-0.004185722,0.011881273,0.007273209,-0.000497493,-0.007926446
2007-10-08,-0.000182167,0.00352092,0.002920295,0.000791585,0.000988624,0.001802254,-0.00532591,-0.011852898,0.001393797,0.007888939
2007-10-09,0.000364477,-0.004361866,-0.003308357,-0.00158099,-0.002221427,-0.00099909,0.009418219,0.00772091,-0.001889312,-0.002107268
2007-10-10,0.000365568,0.003523323,0.001062271,0.000924069,0.000247127,0.000200488,-0.00166134,0.003694134,0.00029914,0.001307249
2007-10-11,9.15e-05,0.002087469,0.000927533,-0.000396801,0.000246954,0.000998993,-0.004801327,0.007497315,0.000298643,0.000702607
2007-10-12,-0.00054768,-0.005491875,-0.001589743,-0.000923782,-0.001111912,-0.001298033,0.005532061,0.009200279,-0.000697033,-0.001905998
2007-10-15,0.0,0.003141967,-0.0007956,-0.000131246,0.0,0.000699987,-0.00844406,0.007373684,0.000398757,0.000300747
2007-10-16,0.000547981,0.001708482,0.002124774,0.002113171,0.001236845,0.000799346,-0.00793492,-0.000266125,0.001195183,0.001608407
2007-10-17,0.000547145,0.004738506,0.005036463,0.003296413,0.002348764,0.001597526,0.003056572,-0.008253497,0.002883741,0.00341313
2007-10-18,0.000821224,9.4e-05,0.001319004,0.000920634,0.001356343,0.001695369,-0.003630197,0.020134228,0.000992545,0.002900322
2007-10-19,0.000364672,0.006507206,0.004740636,0.002757316,0.002585593,0.005673029,-0.026156946,-0.003947409,0.002675117,0.00458755
2007-10-22,-0.000364539,0.0,-0.00065526,-0.000916732,-0.000859826,-0.000693156,0.005812975,-0.014531024,-0.001877939,-0.000298727
2007-10-23,0.000364672,-0.005903127,-0.000262306,0.0,0.00012232,0.000693637,0.00810411,0.008445106,0.000296696,-0.00029724
2007-10-24,0.000637829,0.006126629,0.003936159,0.003144759,0.00196653,0.002374778,-0.00184544,0.003854756,0.002078484,0.004370692
2007-10-25,0.000273421,-0.002341842,-0.000783888,-0.001044485,-0.00061276,0.000889137,0.002376906,0.006753207,-0.000493153,-0.0025721
2007-10-26,0.0,-0.001596375,-0.00143876,-0.000260704,0.000122472,-0.0013818,0.011722674,0.021833535,0.0,-0.000891518
2007-10-29,0.0,0.002351457,0.000131191,-0.000786196,0.0,0.000296968,0.0033203,0.005534822,-0.000593188,0.0
2007-10-30,0.000181722,-9.43e-05,0.000261288,0.00039321,-0.000122457,0.000690323,-0.006942529,-0.009856685,0.0,0.00129001
2007-10-31,-9.05e-05,-0.005160671,-0.003665407,-0.001962908,-0.001596568,-0.001873895,0.010387923,0.016418931,-0.00177981,-0.002775345
2007-11-01,0.000748546,0.007636873,0.005737581,0.003131839,0.003245158,0.002789375,-0.023407468,-0.008776424,0.003212066,0.002465384
2007-11-02,0.000182484,-0.006206312,0.001180337,0.00223086,0.001230562,0.001287221,0.001125526,0.024380874,0.000396914,0.001094768
2007-11-05,0.000365282,0.002460034,-0.002881816,-0.0002615,-0.000122563,-0.004450069,-0.007605305,-0.001002152,0.0,-0.00089474
2007-11-06,9.1e-05,-0.006135235,-0.001576546,-0.000523726,-0.000615097,-0.003574152,0.013461707,0.021065835,-0.001189361,-0.001293447
2007-11-07,0.000730002,-0.00066462,0.001447354,0.002750857,0.002827099,0.000497876,-0.027355919,0.009947164,0.001687087,0.000198817
2007-11-08,0.000637972,0.00161529,0.001182584,0.000783616,0.001593852,0.000796894,-0.005070608,-0.000121529,0.001188671,0.000996024
2007-11-09,0.000637718,0.004459137,0.001312069,0.001436529,0.000367768,0.003185258,-0.013726285,-0.000608088,0.001483546,0.003484246
2007-11-12,-9.12e-05,-0.000377539,0.00222887,-0.00013027,0.002323467,0.001984936,-0.009921485,-0.0472134,0.002173402,-0.001388702
2007-11-13,-0.000454743,-0.005008178,-0.003008842,-0.002608345,-0.003051204,-0.000495886,0.030479857,0.010472537,-0.004435813,9.92e-05
2007-11-14,0.000637355,-0.004273184,0.0,0.00039221,0.000490611,9.89e-05,-0.00276862,0.014661223,0.001187495,-0.000396627
2007-11-15,0.000637101,0.003815238,0.003542082,0.00339714,0.003303237,0.00257667,-0.014424161,-0.029023441,0.003560878,0.004273152
2007-11-16,9.1e-05,9.48e-05,-0.000392711,0.000911787,0.0,-0.001383456,0.001717932,-0.002565708,0.0,-0.000693291
2007-11-19,0.000636334,0.007695152,0.00287707,0.0041633,0.003293239,0.002572284,-0.013924264,-0.006559513,0.002660379,0.002178732
2007-11-20,0.000272985,-0.00631692,-0.002216946,-0.002720499,-0.000364326,-0.00266433,0.00612143,0.028871096,-0.001080797,-0.00207534
2007-11-21,0.00018184,0.007021615,0.006141634,0.005586061,0.003160864,0.003364368,-0.020464524,-0.001384178,0.001081966,0.007624808
2007-11-23,0.000181882,-0.004993548,-0.001947245,-0.000903889,-0.001089822,0.002564572,0.017292379,0.023815516,-0.001277488,-0.005110074
2007-11-26,0.000363395,0.016569818,0.007806349,0.003491544,0.002789981,0.004328319,-0.02206328,0.000615422,0.002362103,0.009085896
2007-11-27,-0.00027241,-0.008568561,-0.005293311,-0.002706548,-0.003024486,-0.004505797,0.01149302,-0.014760203,-0.003926961,-0.004110354
2007-11-28,9.09e-05,-0.006952822,-0.001038255,-0.002842889,-0.000849691,0.00186955,0.031984808,-0.006616714,-0.000986264,-0.002456854
2007-11-29,0.000272156,0.003784193,0.004417639,0.000518557,0.001822051,0.003830832,0.000339588,-0.016212152,0.004834748,0.002857401
2007-11-30,9.11e-05,0.004901178,0.0,0.002460589,0.000485316,0.000880303,0.01005571,-0.012263657,-0.001963774,0.002062737
2007-12-03,0.000200918,0.000348781,0.004897069,0.003371187,0.002262185,0.002422794,-0.006592922,0.012415922,0.002378849,0.0052857
2007-12-04,0.000272911,0.000470383,-0.000517345,-0.000386992,-0.000122192,0.000978784,-0.008937913,0.014307649,0.00128151,-0.003819066
2007-12-05,0.0,-0.003764069,-0.002198092,0.000516447,0.000364121,-0.001564546,0.01673972,-0.009697787,-9.88e-05,-0.001866541
2007-12-06,-9.07e-05,-0.007369764,-0.005184258,-0.003100305,-0.002061877,-0.004014852,0.014313394,0.009411236,-0.002558194,-0.001083577
2007-12-07,-9.15e-05,-0.008565153,-0.003256729,-0.002722125,-0.001093895,-0.004425867,-0.000198596,-0.009701452,-0.002071032,-0.005718212
2007-12-10,0.000364152,0.000672328,-0.001830423,0.00012967,-0.000730062,-0.00078988,0.007752764,0.017811725,-0.001284638,-0.001982991
2007-12-11,0.001001961,0.009688186,0.006678072,0.005198448,0.003653631,0.005634703,-0.027419547,-0.014500046,0.005541266,0.004868529
2007-12-12,-0.000273044,-0.003135072,-0.001950525,-0.003879028,-0.002548536,-0.000294942,0.009871221,0.020928483,-0.001672126,-0.00098843
2007-12-13,0.0,-0.005717797,-0.005083102,-0.000778464,-0.0014597,-0.004228529,-0.00207545,-0.024723542,-0.003746538,-0.003860327
2007-12-14,-0.000181801,-0.011311799,-0.002226898,-0.002077715,-0.002437627,-0.000789755,-0.012679702,0.000254734,-0.002177263,-0.00278157
2007-12-17,-0.000273546,0.009695403,0.004200876,0.001822265,0.002932016,0.001186393,-0.01426928,-0.00496688,0.002578543,0.001494747
2007-12-18,-9.08e-05,0.003073052,0.002353375,0.001299111,-0.000608974,0.001973662,0.005583759,0.014335118,0.00029638,0.005272208
2007-12-19,0.001001173,0.007849131,0.004173705,0.000647709,0.002559313,0.004531478,0.0,-0.00012621,0.002571149,0.002077585
2007-12-20,0.000182173,-0.004843962,0.000129695,0.001556227,0.00072865,-0.001274856,0.006306838,-0.007193333,-0.000296334,-0.0008885
2007-12-21,-0.000545057,-0.001050117,-0.006623285,-0.003754096,-0.001578753,-0.003632706,0.014415101,0.0181772,-0.00138033,-0.004348492
2007-12-24,0.0,-0.00506386,0.000537852,-0.000443181,-0.000851325,-0.002858191,0.00742604,0.000499387,-0.000988402,0.000297948
2007-12-26,0.000272185,0.000288111,-0.003015272,-0.001565482,-0.000974535,-0.001383768,0.002144275,0.017219831,-0.000494037,-0.003076502
2007-12-27,0.00037421,0.005930502,0.003945352,0.001829844,0.002189084,0.003637382,-0.012571237,0.000490688,0.001607821,0.005486302
2007-12-28,9.13e-05,0.00316441,0.004977541,0.002086244,0.001220098,0.006831318,-0.002505778,0.017655744,0.000793793,0.005368938
2007-12-31,-0.000182331,0.001911044,0.008602663,0.002864103,0.001584847,0.001081885,-0.007399622,-0.006506035,0.000792061,0.000295561
2008-01-02,0.001004062,0.011827235,-0.000258385,0.004412244,0.001825133,0.005696918,-0.008754538,0.029105039,0.003563407,0.004744971
2008-01-03,-0.000455907,-0.003299111,0.00129322,0.001292094,0.00157783,0.000488757,-0.000483056,0.008366711,0.001182487,0.002656187
2008-01-04,0.000729058,0.008229163,0.001161457,0.001032855,0.001455822,0.000878597,-0.024506624,-0.005142018,0.00128086,0.002059803
2008-01-07,-0.000546999,-0.001220223,0.000257302,0.00064458,-0.000605611,0.00351206,-0.000848828,-0.004228834,0.000688536,0.001273472
2008-01-08,0.000638717,-0.001878318,0.001031598,0.000773535,0.001453721,-0.001750261,-0.016148269,0.023711245,0.000196561,0.002542499
2008-01-09,0.000364079,-0.002069678,-0.001159352,-0.000902017,-0.000484122,0.000876719,0.010509987,-0.002650331,-0.000884449,-0.00234108
2008-01-10,0.000273602,-0.002923491,-0.000386014,0.000258327,0.0,-0.001848918,0.006554024,0.01964179,-9.85e-05,-0.002053429
2008-01-11,0.000546374,0.007281716,0.003095283,0.003349183,0.002783484,0.00526393,-0.008068387,0.003739398,0.005411369,0.004311799
2008-01-14,9.1e-05,-0.004131285,0.001286034,0.000513519,0.000362205,-0.000484833,0.008062765,0.01083765,0.000391611,0.000779634
2008-01-15,-0.000273051,0.005374264,0.003595433,0.00179563,0.000844696,0.003491566,-0.022012968,-0.017310733,-0.001075988,0.003607025
2008-01-16,0.000273125,-0.001500019,-0.00191872,-0.000127925,0.000844521,-0.004735693,-0.008612509,-0.014660768,0.000979152,-0.003010993
2008-01-17,0.0002729,0.004695051,0.004101881,0.002049287,0.001685682,0.003981331,-0.025916624,-0.00230677,0.002250679,0.006039082
2008-01-18,0.001182596,-0.001682367,-0.000509837,0.001662821,0.000841959,-0.001644636,-0.010267424,0.010635817,0.001951601,-0.000192579
2008-01-22,0.00109054,0.002153361,0.006258958,0.004722073,0.004204753,0.006105152,-0.010146565,0.008579273,0.002533026,0.001549721
2008-01-23,9.09e-05,0.001308717,-0.001650591,0.000635163,-0.000478366,-0.001926444,0.024020796,-0.00317567,-0.002040612,-0.002998324
2008-01-24,0.000180953,-0.008492331,-0.006485065,-0.003936106,-0.003112151,-0.005789952,0.008441703,0.024917538,0.002434352,-0.002521893
2008-01-25,0.000545167,0.010822786,0.006654908,0.002805426,0.002641671,0.003396488,-0.014445722,0.002442287,0.004079638,0.001750809
2008-01-28,-0.000453858,-0.000278778,-0.003559124,-0.001907468,-0.000478076,9.79e-05,0.016536749,0.016057551,-0.000677177,0.00194134
2008-01-29,0.00063557,-0.001676693,-0.001403602,0.000382539,-0.000599619,-0.00077452,0.004953694,-0.006539493,-0.000290233,-0.003100125
